fragment_id,page_id,catalog_generation,candidate_type,source_structure_class,action_jaccard,position_jaccard,action_exact_set,position_exact_set,action_empty_both,position_empty_both,action_size_A,action_size_B,position_size_A,position_size_B,uncertain_A,uncertain_B,stability_stratum,agreement_version
LTMD-CN5-G2014-VP099-F034,LTMD-CN5-G2014-VP099,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP099-F035,LTMD-CN5-G2014-VP099,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP099-F036,LTMD-CN5-G2014-VP099,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP099-F037,LTMD-CN5-G2014-VP099,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP099-F038,LTMD-CN5-G2014-VP099,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F001,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F002,LTMD-CN5-G2014-VP100,2014,assessment_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,1,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F003,LTMD-CN5-G2014-VP100,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F004,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F005,LTMD-CN5-G2014-VP100,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,2,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F006,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F007,LTMD-CN5-G2014-VP100,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,1,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F008,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F009,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F010,LTMD-CN5-G2014-VP100,2014,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F011,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F012,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F013,LTMD-CN5-G2014-VP100,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,1,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F014,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F015,LTMD-CN5-G2014-VP100,2014,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F016,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP100-F017,LTMD-CN5-G2014-VP100,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F001,LTMD-CN5-G2014-VP101,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F002,LTMD-CN5-G2014-VP101,2014,assessment_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,1,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F003,LTMD-CN5-G2014-VP101,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,1,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F004,LTMD-CN5-G2014-VP101,2014,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F005,LTMD-CN5-G2014-VP101,2014,activity_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F006,LTMD-CN5-G2014-VP101,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F007,LTMD-CN5-G2014-VP101,2014,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F008,LTMD-CN5-G2014-VP101,2014,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F009,LTMD-CN5-G2014-VP101,2014,question_candidate,textual,0.0,0.0,0,0,0,0,0,2,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F010,LTMD-CN5-G2014-VP101,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F011,LTMD-CN5-G2014-VP101,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,1,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F012,LTMD-CN5-G2014-VP101,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP101-F013,LTMD-CN5-G2014-VP101,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP103-F001,LTMD-CN5-G2014-VP103,2014,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP103-F002,LTMD-CN5-G2014-VP103,2014,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP103-F003,LTMD-CN5-G2014-VP103,2014,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP103-F004,LTMD-CN5-G2014-VP103,2014,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP103-F005,LTMD-CN5-G2014-VP103,2014,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP103-F006,LTMD-CN5-G2014-VP103,2014,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP103-F007,LTMD-CN5-G2014-VP103,2014,heading_candidate,mixed_text_image,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F001,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F002,LTMD-CN5-G2014-VP105,2014,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F003,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F004,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F005,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F006,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F007,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F008,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F009,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F010,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F011,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F012,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F013,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F014,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F015,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F016,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F017,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F018,LTMD-CN5-G2014-VP105,2014,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F019,LTMD-CN5-G2014-VP105,2014,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F020,LTMD-CN5-G2014-VP105,2014,question_candidate,textual,0.0,0.0,0,0,0,0,0,2,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F021,LTMD-CN5-G2014-VP105,2014,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,1,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP105-F022,LTMD-CN5-G2014-VP105,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F001,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F002,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F003,LTMD-CN5-G2014-VP106,2014,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F004,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F005,LTMD-CN5-G2014-VP106,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F006,LTMD-CN5-G2014-VP106,2014,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F007,LTMD-CN5-G2014-VP106,2014,activity_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,1,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F008,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F009,LTMD-CN5-G2014-VP106,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F010,LTMD-CN5-G2014-VP106,2014,instruction_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F011,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F012,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F013,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F014,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F015,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F016,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F017,LTMD-CN5-G2014-VP106,2014,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,1,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F018,LTMD-CN5-G2014-VP106,2014,instruction_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F019,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F020,LTMD-CN5-G2014-VP106,2014,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F021,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F022,LTMD-CN5-G2014-VP106,2014,question_candidate,textual,0.0,0.0,0,0,0,0,1,0,0,1,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F023,LTMD-CN5-G2014-VP106,2014,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F024,LTMD-CN5-G2014-VP106,2014,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F025,LTMD-CN5-G2014-VP106,2014,expository_candidate,textual,0.0,0.0,0,0,0,0,0,2,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F026,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F027,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F028,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F029,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F030,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F031,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F032,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F033,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F034,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F035,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP106-F036,LTMD-CN5-G2014-VP106,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F001,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F002,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F003,LTMD-CN5-G2014-VP107,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F004,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F005,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F006,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F007,LTMD-CN5-G2014-VP107,2014,activity_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F008,LTMD-CN5-G2014-VP107,2014,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F009,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F010,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F011,LTMD-CN5-G2014-VP107,2014,experiment_candidate,textual,0.0,0.0,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F012,LTMD-CN5-G2014-VP107,2014,question_candidate,textual,0.0,0.5,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F013,LTMD-CN5-G2014-VP107,2014,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F014,LTMD-CN5-G2014-VP107,2014,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F015,LTMD-CN5-G2014-VP107,2014,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F016,LTMD-CN5-G2014-VP107,2014,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F017,LTMD-CN5-G2014-VP107,2014,question_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F018,LTMD-CN5-G2014-VP107,2014,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F019,LTMD-CN5-G2014-VP107,2014,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F020,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F021,LTMD-CN5-G2014-VP107,2014,instruction_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F022,LTMD-CN5-G2014-VP107,2014,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F023,LTMD-CN5-G2014-VP107,2014,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F024,LTMD-CN5-G2014-VP107,2014,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F025,LTMD-CN5-G2014-VP107,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP107-F026,LTMD-CN5-G2014-VP107,2014,instruction_candidate,textual,0.0,0.5,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F001,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F002,LTMD-CN5-G2014-VP108,2014,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F003,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F004,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F005,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F006,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F007,LTMD-CN5-G2014-VP108,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,0,1,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F008,LTMD-CN5-G2014-VP108,2014,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F009,LTMD-CN5-G2014-VP108,2014,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F010,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F011,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F012,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F013,LTMD-CN5-G2014-VP108,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,2,0,1,0,1,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F014,LTMD-CN5-G2014-VP108,2014,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F015,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F016,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F017,LTMD-CN5-G2014-VP108,2014,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F018,LTMD-CN5-G2014-VP108,2014,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G2014-VP108-F019,LTMD-CN5-G2014-VP108,2014,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
